herdid;cowid;test;h_size;c_heifer;t_season;t_dim;t_lnscc
5;229;8;45.59999847;1;2;245;4.382027149
5;230;5;45.59999847;1;2;173;4.248495102
5;231;0;45.59999847;0;1;18;4.094345093
5;232;0;45.59999847;0;4;29;5.075173855
5;233;1;45.59999847;1;3;33;3.912023067
5;234;0;45.59999847;0;3;21;6.993933201
5;235;5;45.59999847;1;2;165;4.499810219
5;236;5;45.59999847;1;2;178;3.912023067
5;237;5;45.59999847;1;2;152;6.536692142
5;238;3;45.59999847;1;2;90;4.867534161
5;239;4;45.59999847;1;2;121;4.094345093
5;240;7;45.59999847;1;2;216;4.867534161
5;241;0;45.59999847;0;4;18;5.075173855
5;242;4;45.59999847;1;2;133;6.194405079
5;243;0;45.59999847;1;4;25;2.995732069
5;244;1;45.59999847;1;4;35;4.094345093
5;245;3;45.59999847;1;2;103;2.995732069
5;246;0;45.59999847;1;4;18;3.688879013
5;247;0;45.59999847;1;4;26;2.995732069
5;248;0;45.59999847;1;4;21;2.995732069
5;249;1;45.59999847;1;4;31;3.401196957
5;250;1;45.59999847;1;3;34;3.688879013
5;251;0;45.59999847;1;4;12;3.401196957
5;252;0;45.59999847;1;1;12;3.912023067
5;253;0;45.59999847;1;4;24;2.302584887
5;254;0;45.59999847;1;3;10;2.995732069
5;255;0;45.59999847;1;4;22;3.688879013
5;256;1;45.59999847;1;1;44;3.912023067
5;257;0;45.59999847;1;4;20;2.302584887
5;258;0;45.59999847;1;4;21;2.302584887
5;259;1;45.59999847;1;4;37;2.302584887
5;260;0;45.59999847;1;1;14;4.941641808
5;261;0;45.59999847;1;1;24;4.094345093
6;262;0;84;0;1;10;6.086774826
6;263;1;84;0;1;37;2.995732069
6;264;5;84;0;3;157;5.135797977
6;265;1;84;0;3;34;5.59842205
6;266;1;84;0;4;36;6.937314034
6;267;0;84;0;1;20;8.221479416
6;268;6;84;0;2;193;5.135797977
6;269;3;84;1;4;110;7.915712833
6;270;6;84;0;3;184;8.448913574
6;271;1;84;0;1;33;5.59842205
6;272;0;84;0;3;14;5.634789944
6;273;0;84;0;4;19;4.605169773
6;274;0;84;0;3;18;4.248495102
6;275;8;84;0;2;253;4.867534161
6;276;6;84;0;3;204;7.313220024
6;277;0;84;0;2;27;4.941641808
6;278;4;84;0;3;146;8.116716385
6;279;8;84;0;2;247;6.593045235
6;280;8;84;0;2;256;6.927557945
6;281;0;84;0;4;23;5.192956924
6;282;0;84;0;2;22;7.098375797
6;283;1;84;0;1;37;4.248495102
6;284;3;84;0;2;113;8.44462204
6;285;0;84;0;2;16;6.659294128
6;286;2;84;0;3;84;6.709303856
6;287;0;84;0;1;21;8.070905685
6;288;0;84;0;3;17;6.291569233
6;289;1;84;0;3;36;2.995732069
6;290;1;84;1;2;31;6.309917927
6;291;1;84;0;3;30;4.094345093
6;292;0;84;0;3;17;4.094345093
6;293;1;84;0;4;34;6.476972103
6;294;2;84;0;3;75;6.907754898
6;295;2;84;0;3;82;8.048788071
6;296;6;84;1;3;197;8.431634903
6;297;1;84;0;1;30;6.492239952
6;298;1;84;0;1;37;6.345635891
6;299;7;84;1;3;215;6.131226063
6;300;3;84;1;3;94;4.605169773
6;301;1;84;1;3;36;4.382027149
6;302;5;84;1;3;177;7.047516823
6;303;4;84;0;3;147;7.727534771
6;304;2;84;1;3;87;3.688879013
6;305;1;84;1;3;30;3.688879013
6;306;0;84;1;3;23;5.52146101
6;307;1;84;0;3;57;4.605169773
6;308;1;84;1;4;35;3.688879013
6;309;2;84;1;3;64;4.941641808
6;310;1;84;1;3;51;3.912023067
6;311;1;84;1;3;35;3.688879013
6;312;4;84;1;3;135;7.402451992
6;313;1;84;1;1;33;4.094345093
6;314;1;84;0;3;35;6.46146822
6;315;1;84;0;4;31;3.401196957
6;316;1;84;1;3;35;4.248495102
6;317;1;84;1;3;31;7.682481766
6;318;0;84;1;3;20;3.688879013
6;319;1;84;0;4;31;3.688879013
6;320;0;84;1;4;18;6.214608192
6;321;0;84;1;3;27;2.995732069
6;322;1;84;1;3;34;4.499810219
6;323;0;84;1;2;11;4.094345093
6;324;1;84;1;2;35;4.094345093
6;325;4;84;0;2;130;6.01615715
6;326;3;84;0;2;102;6.109248161
6;327;1;84;0;1;40;3.912023067
6;328;0;84;0;3;14;7.047516823
6;329;5;84;0;2;175;7.021083832
6;330;7;84;1;2;212;5.347107887
6;331;3;84;0;3;103;4.787491798
6;332;0;84;0;3;23;6.086774826
6;333;0;84;0;1;24;5.298316956
6;334;0;84;0;4;16;6.109248161
6;335;6;84;0;2;196;7.383988857
6;336;5;84;0;3;166;6.522092819
6;337;5;84;0;3;166;5.703782082
6;338;1;84;0;2;40;7.723120213
6;339;1;84;0;3;30;4.248495102
6;340;2;84;0;2;78;7.495542049
6;341;0;84;0;1;25;4.787491798
6;342;5;84;0;3;157;5.347107887
6;343;4;84;0;3;139;7.47873497
6;344;0;84;0;2;23;6.897705078
6;345;0;84;0;3;14;7.580699921
6;346;0;84;0;2;23;6.345635891
7;347;6;37.40000153;1;3;205;4.382027149
7;348;7;37.40000153;1;3;218;4.941641808
7;349;0;37.40000153;0;4;25;2.995732069
7;350;0;37.40000153;0;3;12;4.094345093
7;351;0;37.40000153;0;4;24;2.302584887
7;352;5;37.40000153;1;3;161;5.669880867
7;353;0;37.40000153;1;3;21;4.499810219
7;354;1;37.40000153;1;3;47;2.302584887
7;355;6;37.40000153;0;3;190;5.347107887
7;356;0;37.40000153;0;1;16;2.302584887
7;357;2;37.40000153;0;3;78;3.401196957
7;358;6;37.40000153;0;2;189;6.272877216
7;359;1;37.40000153;0;2;39;4.787491798
7;360;1;37.40000153;0;1;40;2.302584887
7;361;0;37.40000153;0;2;19;4.094345093
7;362;0;37.40000153;0;3;10;3.401196957
7;363;4;37.40000153;0;3;137;6.522092819
7;364;0;37.40000153;0;3;14;6.672032833
7;365;1;37.40000153;0;1;32;2.302584887
7;366;2;37.40000153;0;3;84;2.302584887
7;367;0;37.40000153;0;3;29;2.995732069
7;368;8;37.40000153;0;2;262;5.56068182
7;369;0;37.40000153;0;3;29;3.688879013
7;370;6;37.40000153;0;2;188;4.248495102
7;371;0;37.40000153;0;3;26;3.401196957
7;372;2;37.40000153;0;3;85;2.302584887
7;373;1;37.40000153;0;2;42;4.700479984
7;374;1;37.40000153;0;4;32;2.302584887
7;375;0;37.40000153;0;3;19;2.995732069
7;376;0;37.40000153;0;1;21;2.995732069
7;377;0;37.40000153;0;4;26;3.688879013
7;378;5;37.40000153;1;2;156;4.867534161
7;379;7;37.40000153;1;2;221;4.248495102
7;380;3;37.40000153;1;2;117;4.094345093
7;381;6;37.40000153;1;3;208;3.401196957
7;382;4;37.40000153;1;3;147;4.248495102
7;383;0;37.40000153;1;4;26;2.302584887
7;384;1;37.40000153;1;4;32;2.995732069
7;385;1;37.40000153;1;4;31;2.302584887
7;386;0;37.40000153;1;4;18;4.094345093
7;387;1;37.40000153;1;1;39;3.688879013
7;388;1;37.40000153;1;1;36;3.401196957
7;389;1;37.40000153;1;1;38;2.995732069
8;390;0;35.09999847;0;3;15;2.302584887
8;391;1;35.09999847;0;3;31;3.688879013
8;392;0;35.09999847;0;3;21;2.302584887
8;393;0;35.09999847;0;3;22;2.302584887
8;394;3;35.09999847;0;2;102;3.688879013
8;395;5;35.09999847;0;2;179;4.248495102
8;396;1;35.09999847;0;3;34;6.086774826
8;397;6;35.09999847;0;3;180;5.634789944
8;398;0;35.09999847;0;4;10;5.966146946
8;399;1;35.09999847;0;3;30;4.867534161
8;400;0;35.09999847;0;1;19;3.912023067
8;401;4;35.09999847;0;3;129;5.480638981
8;402;0;35.09999847;0;1;22;5.39362812
8;403;0;35.09999847;0;1;28;5.298316956
8;404;0;35.09999847;0;1;28;6.086774826
8;405;1;35.09999847;0;3;30;2.302584887
8;406;1;35.09999847;0;1;43;3.401196957
8;407;1;35.09999847;0;3;31;4.248495102
8;408;0;35.09999847;0;2;18;2.302584887
8;409;1;35.09999847;0;1;40;3.401196957
8;410;8;35.09999847;1;2;253;4.382027149
8;411;0;35.09999847;0;3;28;4.499810219
8;412;0;35.09999847;0;4;15;3.688879013
8;413;5;35.09999847;1;3;153;3.401196957
8;414;0;35.09999847;0;4;17;4.700479984
8;415;1;35.09999847;1;3;45;6.756931782
8;416;0;35.09999847;0;1;28;5.39362812
8;417;5;35.09999847;1;3;172;4.248495102
8;418;1;35.09999847;1;2;35;2.302584887
8;419;2;35.09999847;1;3;85;4.094345093
8;420;2;35.09999847;0;3;78;2.302584887
8;421;0;35.09999847;0;3;18;3.401196957
8;422;1;35.09999847;1;3;33;2.302584887
8;423;1;35.09999847;1;3;41;4.248495102
8;424;1;35.09999847;1;4;34;5.886104107
8;425;0;35.09999847;1;3;23;3.688879013
8;426;0;35.09999847;1;3;24;3.401196957
8;427;0;35.09999847;0;3;15;4.094345093
8;428;0;35.09999847;1;3;12;3.912023067
8;429;0;35.09999847;1;4;20;2.995732069
8;430;1;35.09999847;1;1;30;5.886104107
8;431;1;35.09999847;1;2;34;3.688879013
8;432;0;35.09999847;1;1;23;2.302584887
8;433;1;35.09999847;1;2;39;4.700479984
8;434;0;35.09999847;1;2;26;5.634789944
8;435;0;35.09999847;1;3;21;3.912023067
9;436;0;47.40000153;0;2;28;7.860185146
9;437;0;47.40000153;0;1;17;4.976734161
9;438;0;47.40000153;1;4;12;3.610918045
9;439;1;47.40000153;1;4;36;3.496507883
9;440;0;47.40000153;1;4;18;4.07753706
9;441;0;47.40000153;1;4;18;3.871201038
9;442;2;47.40000153;0;2;60;5.958425045
9;443;6;47.40000153;0;2;203;6.129049778
9;444;0;47.40000153;0;1;24;3.951244116
9;445;0;47.40000153;0;3;28;5.826000214
9;446;1;47.40000153;0;4;33;5.713733196
9;447;3;47.40000153;0;3;94;5.934894085
9;448;0;47.40000153;0;3;21;5.370637894
9;449;1;47.40000153;0;4;34;4.043050766
9;450;0;47.40000153;0;1;18;4.890348911
9;451;6;47.40000153;0;3;202;5.283204079
9;452;6;47.40000153;0;2;180;5.446736813
9;453;7;47.40000153;0;3;236;5.771440983
9;454;0;47.40000153;0;3;14;5.198496819
9;455;1;47.40000153;0;4;34;5.123963833
9;456;5;47.40000153;1;2;155;6.566671848
9;457;3;47.40000153;0;2;100;4.812183857
9;458;0;47.40000153;0;1;22;3.871201038
9;459;4;47.40000153;0;3;123;5.948034763
9;460;1;47.40000153;0;1;33;5.416100025
9;461;1;47.40000153;0;1;43;5.332718849
9;462;5;47.40000153;1;2;161;5.313206196
9;463;5;47.40000153;1;2;152;4.189654827
9;464;0;47.40000153;0;4;23;2.944438934
9;465;6;47.40000153;1;2;200;6.131226063
9;466;1;47.40000153;0;1;30;3.555347919
9;467;4;47.40000153;1;3;126;5.187386036
9;468;0;47.40000153;0;1;22;7.467942238
9;469;0;47.40000153;1;1;29;5.883321762
9;470;1;47.40000153;0;2;31;5.117993832
9;471;1;47.40000153;1;2;35;7.869401932
9;472;1;47.40000153;1;1;41;5.081404209
9;473;0;47.40000153;1;4;18;5.170484066
9;474;0;47.40000153;1;4;14;4.454347134
9;475;0;47.40000153;1;3;27;4.634728909
9;476;1;47.40000153;1;3;51;2.833213091
9;477;0;47.40000153;1;4;10;4.736197948
9;478;1;47.40000153;0;3;38;4.488636017
9;479;0;47.40000153;1;4;11;6.361301899
9;480;0;47.40000153;1;4;14;3.850147963
9;481;1;47.40000153;1;4;35;6.356108189
9;482;0;47.40000153;1;1;26;3.784189939
9;483;1;47.40000153;1;2;31;3.891819954
9;484;1;47.40000153;1;2;32;3.663562059
9;485;0;47.40000153;1;1;27;5.21493578
9;486;0;47.40000153;1;4;14;4.025352001
9;487;1;47.40000153;1;2;30;5.472270966
9;488;7;47.40000153;0;2;233;5.59842205
9;489;3;47.40000153;0;2;112;4.204692841
9;490;2;47.40000153;0;2;70;4.762174129
9;491;7;47.40000153;1;2;236;7.950150013
9;492;6;47.40000153;1;2;199;4.564348221
9;493;5;47.40000153;1;2;156;5.50938797
9;494;0;47.40000153;1;3;10;5.327876091
9;495;0;47.40000153;1;2;16;4.634728909
9;496;4;47.40000153;1;2;123;7.24136591
9;497;0;47.40000153;0;1;20;4.110874176
9;498;0;47.40000153;0;1;21;4.955827236
10;499;8;28.39999962;0;2;253;5.39362812
10;500;1;28.39999962;0;4;45;3.912023067
10;501;1;28.39999962;0;4;33;6.565265179
10;502;9;28.39999962;0;2;271;7.251345158
10;503;1;28.39999962;0;2;38;5.940170765
10;504;3;28.39999962;0;3;97;5.703782082
10;505;2;28.39999962;0;2;76;7.682481766
10;506;0;28.39999962;0;3;10;3.912023067
10;507;1;28.39999962;0;4;36;4.605169773
10;508;2;28.39999962;0;3;86;4.382027149
10;509;3;28.39999962;0;2;92;4.382027149
10;510;2;28.39999962;0;2;61;5.768321037
10;511;3;28.39999962;0;3;93;6.253829002
10;512;0;28.39999962;0;2;10;5.010634899
10;513;2;28.39999962;0;2;77;4.382027149
10;514;4;28.39999962;0;2;133;5.59842205
10;515;0;28.39999962;0;4;26;5.56068182
10;516;1;28.39999962;0;4;31;6.194405079
10;517;1;28.39999962;0;1;36;2.995732069
10;518;1;28.39999962;0;4;44;6.04025507
10;519;1;28.39999962;0;1;37;2.995732069
10;520;1;28.39999962;0;1;34;4.382027149
10;521;6;28.39999962;1;2;188;4.605169773
10;522;0;28.39999962;0;4;25;5.43807888
10;523;0;28.39999962;0;1;18;4.499810219
10;524;0;28.39999962;1;3;27;3.688879013
10;525;0;28.39999962;0;1;22;4.787491798
10;526;0;28.39999962;1;4;15;3.401196957
10;527;0;28.39999962;1;4;28;2.995732069
10;528;0;28.39999962;1;4;14;6.659294128
10;529;1;28.39999962;1;1;30;2.302584887
10;530;0;28.39999962;1;4;18;5.075173855
10;531;1;28.39999962;1;1;46;2.995732069
10;532;1;28.39999962;1;1;34;4.941641808
10;533;1;28.39999962;1;1;32;3.401196957
10;534;1;28.39999962;1;2;36;3.401196957
10;535;3;28.39999962;0;2;98;5.703782082
11;536;1;49.59999847;0;2;37;4.094345093
11;537;1;49.59999847;0;2;44;6.507277966
11;538;0;49.59999847;1;1;18;3.688879013
11;539;0;49.59999847;1;1;19;4.382027149
11;540;1;49.59999847;1;2;35;4.700479984
11;541;0;49.59999847;1;1;18;3.401196957
11;542;3;49.59999847;0;2;95;6.214608192
11;543;6;49.59999847;0;2;206;4.248495102
11;544;0;49.59999847;0;3;14;6.413458824
11;545;1;49.59999847;0;3;40;8.474286079
11;546;1;49.59999847;0;3;40;7.056175232
11;547;0;49.59999847;0;2;23;6.72142601
11;548;1;49.59999847;0;1;35;7.66387701
11;549;0;49.59999847;0;3;14;6.01615715
11;550;0;49.59999847;0;4;20;6.01615715
11;551;1;49.59999847;0;4;47;3.401196957
11;552;0;49.59999847;0;3;15;7.114768982
11;553;0;49.59999847;0;3;21;3.912023067
11;554;0;49.59999847;0;4;17;6.194405079
11;555;8;49.59999847;0;2;243;5.634789944
11;556;1;49.59999847;0;3;42;5.192956924
11;557;6;49.59999847;0;2;207;6.946976185
11;558;1;49.59999847;0;3;37;6.413458824
11;559;4;49.59999847;0;2;148;4.248495102
11;560;1;49.59999847;0;2;38;6.659294128
11;561;2;49.59999847;0;2;60;6.291569233
11;562;0;49.59999847;0;1;16;5.298316956
11;563;0;49.59999847;0;3;14;6.620072842
11;564;8;49.59999847;0;2;259;7.955073833
11;565;0;49.59999847;0;3;24;4.248495102
11;566;3;49.59999847;0;2;114;5.669880867
11;567;3;49.59999847;0;2;106;6.309917927
11;568;0;49.59999847;0;2;23;5.010634899
11;569;0;49.59999847;0;1;10;5.075173855
11;570;1;49.59999847;0;2;35;5.703782082
11;571;2;49.59999847;0;2;68;6.429718971
11;572;2;49.59999847;0;2;70;6.507277966
11;573;7;49.59999847;1;2;225;5.247024059
11;574;1;49.59999847;0;2;33;5.247024059
11;575;0;49.59999847;0;1;15;3.401196957
11;576;0;49.59999847;0;2;21;4.605169773
11;577;7;49.59999847;1;2;224;7.644918919
11;578;1;49.59999847;0;3;37;5.075173855
11;579;0;49.59999847;0;2;24;5.857933044
11;580;1;49.59999847;0;3;46;4.094345093
11;581;1;49.59999847;0;3;34;4.867534161
11;582;8;49.59999847;1;2;242;6.633317947
11;583;5;49.59999847;1;2;153;5.991465092
11;584;0;49.59999847;0;3;26;3.401196957
11;585;0;49.59999847;0;3;12;2.995732069
11;586;1;49.59999847;1;2;47;4.867534161
11;587;5;49.59999847;1;2;168;3.912023067
11;588;1;49.59999847;0;1;32;2.302584887
11;589;2;49.59999847;1;2;73;4.867534161
11;590;0;49.59999847;1;2;15;5.52146101
11;591;2;49.59999847;0;2;78;4.499810219
11;592;2;49.59999847;1;2;71;3.912023067
11;593;2;49.59999847;0;2;78;3.401196957
11;594;2;49.59999847;0;2;70;2.302584887
11;595;1;49.59999847;1;1;53;3.688879013
11;596;0;49.59999847;1;3;12;3.401196957
11;597;0;49.59999847;1;2;19;4.094345093
11;598;0;49.59999847;1;2;12;6.476972103
11;599;0;49.59999847;1;3;17;2.995732069
11;600;0;49.59999847;1;4;20;3.688879013
11;601;1;49.59999847;1;4;33;2.995732069
11;602;0;49.59999847;1;1;25;4.248495102
11;603;0;49.59999847;1;2;18;3.688879013
11;604;0;49.59999847;1;2;13;2.995732069
11;605;0;49.59999847;1;2;22;2.995732069
11;606;0;49.59999847;1;2;15;2.302584887
11;607;0;49.59999847;1;2;18;2.995732069
